Participant_ID,Name,Email,College,State,Domain,Day,Participation_Status,Score,Feedback,Image_File,Date
314,Emily Johnson,sarah_anderson@gmail.com,Berkeley,Texas,Blockchain,Day 3,Ongoing,87,educational innovative challenging fun rewarding rewarding fun exciting rewarding challenging,participant_314.jpg,2026-02-08
315,Laura Martin,emily_taylor@outlook.com,MIT,Illinois,Cybersecurity,Day 2,Dropped,55,challenging great difficult average educational great educational rewarding average intense,participant_315.jpg,2026-02-09
316,Jane Thomas,david_thomas@yahoo.com,MIT,Florida,FinTech,Day 3,Completed,95,great educational intense fun intense difficult exciting average educational innovative,participant_316.jpg,2026-02-10
317,Katie Johnson,sarah_johnson@gmail.com,Harvard,California,FinTech,Day 2,Ongoing,85,average great challenging average great great intense challenging exciting average,participant_317.jpg,2026-02-11
318,David Thomas,david_jackson@gmail.com,Berkeley,California,IoT,Day 3,Dropped,65,challenging great exciting great exciting educational intense average challenging difficult,participant_318.jpg,2026-02-12
319,Michael Martin,emily_johnson@yahoo.com,Stanford,Illinois,IoT,Day 2,Ongoing,80,fun average innovative intense intense great rewarding exciting innovative rewarding,participant_319.jpg,2026-02-13
320,Sarah Anderson,michael_taylor@outlook.com,Harvard,New York,IoT,Day 3,Completed,87,average average innovative rewarding average average intense exciting educational rewarding,participant_320.jpg,2026-02-14
321,Alex Jackson,katie_harris@outlook.com,CMU,Florida,FinTech,Day 2,Dropped,95,innovative innovative average fun difficult great exciting average innovative intense,participant_321.jpg,2026-02-15
322,Katie White,alex_thomas@yahoo.com,Berkeley,New York,Blockchain,Day 3,Dropped,68,educational educational difficult challenging fun great intense innovative educational exciting,participant_322.jpg,2026-02-16
323,Alex Martin,alex_johnson@yahoo.com,MIT,Texas,Blockchain,Day 3,Dropped,91,challenging rewarding great difficult fun fun exciting challenging difficult rewarding,participant_323.jpg,2026-02-17
324,Emily Brown,chris_taylor@gmail.com,Harvard,Texas,AI & ML,Day 3,Completed,57,rewarding great great exciting educational challenging fun intense exciting great,participant_324.jpg,2026-02-18
325,David Smith,katie_thomas@yahoo.com,CMU,Florida,FinTech,Day 3,Completed,64,rewarding fun educational exciting average difficult average average fun educational,participant_325.jpg,2026-02-19
326,David Taylor,john_martin@yahoo.com,CMU,Texas,Cybersecurity,Day 2,Dropped,66,rewarding rewarding innovative rewarding fun educational difficult innovative fun great,participant_326.jpg,2026-02-20
327,Laura White,chris_jackson@yahoo.com,Stanford,Texas,Blockchain,Day 2,Dropped,88,educational fun exciting exciting exciting rewarding exciting intense challenging challenging,participant_327.jpg,2026-02-21
328,Jane White,sarah_johnson@yahoo.com,Harvard,Texas,IoT,Day 2,Completed,78,average intense exciting educational educational innovative innovative educational intense exciting,participant_328.jpg,2026-02-22
329,David Harris,laura_harris@gmail.com,Stanford,Texas,IoT,Day 1,Ongoing,62,exciting intense fun difficult average great average average challenging innovative,participant_329.jpg,2026-02-23
330,Katie Smith,alex_jackson@yahoo.com,MIT,Florida,FinTech,Day 3,Ongoing,56,educational innovative exciting innovative fun exciting exciting fun great average,participant_330.jpg,2026-02-24
331,Laura Anderson,alex_harris@outlook.com,Stanford,New York,IoT,Day 3,Completed,88,intense intense fun difficult educational educational challenging rewarding exciting exciting,participant_331.jpg,2026-02-25
332,John Jackson,sarah_martin@yahoo.com,Stanford,Illinois,FinTech,Day 2,Ongoing,52,challenging educational exciting challenging difficult intense fun great educational innovative,participant_332.jpg,2026-02-26
333,Michael White,jane_martin@gmail.com,Berkeley,California,FinTech,Day 1,Completed,73,educational difficult difficult great challenging exciting average great innovative innovative,participant_333.jpg,2026-02-27
334,Sarah Johnson,michael_harris@outlook.com,CMU,California,Cybersecurity,Day 3,Dropped,90,rewarding fun great great exciting educational great exciting fun great,participant_334.jpg,2026-02-28
335,David Taylor,michael_martin@gmail.com,Berkeley,Florida,IoT,Day 3,Completed,96,innovative challenging fun exciting challenging innovative exciting innovative difficult intense,participant_335.jpg,2026-03-01
336,Michael Brown,michael_smith@outlook.com,Berkeley,New York,Blockchain,Day 2,Completed,50,exciting difficult rewarding innovative innovative innovative intense intense exciting fun,participant_336.jpg,2026-03-02
337,Chris Thomas,sarah_johnson@gmail.com,Harvard,Illinois,AI & ML,Day 2,Dropped,84,rewarding great fun innovative average rewarding fun challenging educational average,participant_337.jpg,2026-03-03
338,Emily Harris,michael_brown@gmail.com,CMU,New York,FinTech,Day 3,Ongoing,100,average innovative fun average intense difficult rewarding average intense innovative,participant_338.jpg,2026-03-04
339,Katie Martin,jane_smith@gmail.com,CMU,California,Cybersecurity,Day 3,Completed,87,fun difficult difficult innovative educational great exciting difficult exciting average,participant_339.jpg,2026-03-05
340,Emily Smith,david_jackson@gmail.com,CMU,New York,AI & ML,Day 1,Ongoing,89,average great educational challenging fun rewarding average intense challenging difficult,participant_340.jpg,2026-03-06
341,Jane Jackson,laura_martin@gmail.com,Stanford,Florida,IoT,Day 1,Dropped,95,challenging innovative great educational difficult exciting difficult challenging educational great,participant_341.jpg,2026-03-07
342,Emily Johnson,david_anderson@yahoo.com,MIT,Florida,IoT,Day 1,Dropped,63,great rewarding rewarding intense intense average challenging exciting challenging educational,participant_342.jpg,2026-03-08
343,Alex Thomas,jane_smith@yahoo.com,Harvard,Florida,FinTech,Day 3,Ongoing,67,innovative exciting educational great challenging exciting innovative fun average average,participant_343.jpg,2026-03-09
344,David Johnson,laura_anderson@yahoo.com,Harvard,Florida,IoT,Day 2,Completed,75,fun educational difficult average fun average fun innovative exciting educational,participant_344.jpg,2026-03-10
345,Sarah Harris,laura_smith@gmail.com,Stanford,Florida,Blockchain,Day 2,Completed,73,fun innovative challenging great fun innovative rewarding challenging challenging average,participant_345.jpg,2026-03-11
346,John Martin,john_martin@outlook.com,CMU,Texas,Cybersecurity,Day 2,Dropped,50,rewarding difficult exciting great great challenging fun great intense educational,participant_346.jpg,2026-03-12
347,Jane Anderson,chris_anderson@outlook.com,Stanford,Illinois,IoT,Day 3,Ongoing,98,educational great great intense challenging great intense educational fun difficult,participant_347.jpg,2026-03-13
348,David Brown,john_harris@gmail.com,Berkeley,California,AI & ML,Day 2,Ongoing,83,difficult educational fun fun average educational rewarding difficult educational difficult,participant_348.jpg,2026-03-14
349,David Smith,katie_thomas@gmail.com,Harvard,Texas,Cybersecurity,Day 1,Ongoing,59,intense difficult fun educational exciting fun difficult innovative fun rewarding,participant_349.jpg,2026-03-15
350,Chris Brown,emily_white@outlook.com,Stanford,Florida,Cybersecurity,Day 3,Completed,59,fun intense fun difficult average educational rewarding rewarding average average,participant_350.jpg,2026-03-16
